ISO,Year,Description,Source,URL,DownloadDate,Indicator,From,Imputed,Value,Corrected,Country
ALB,2000,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,36.95985717208315,True,Albania
ALB,2001,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,37.4395282326694,False,Albania
ALB,2002,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,37.1197475256119,False,Albania
ALB,2003,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,36.7999668185544,False,Albania
ALB,2004,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,36.4801861114968,False,Albania
ALB,2005,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,36.1604054044396,False,Albania
ALB,2006,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,35.8406246973818,False,Albania
ALB,2007,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,36.0796836593879,True,Albania
ALB,2008,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,35.9989619143362,False,Albania
ALB,2009,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,36.5883043040712,False,Albania
ALB,2010,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,37.1776466938063,False,Albania
ALB,2011,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,37.7669890835414,False,Albania
ALB,2012,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,38.3563314732765,False,Albania
ALB,2013,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,38.9456738630115,False,Albania
ALB,2014,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,39.3947843410306,False,Albania
ALB,2015,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,39.3947843410306,False,Albania
ALB,2016,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,39.3947843410306,False,Albania
ALB,2017,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,39.3947843410306,False,Albania
ALB,2018,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,,SE2.5,WB API,True,39.3947843410306,False,Albania
ALB,2019,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,,SE2.5,WB API,True,39.3947843410306,False,Albania
ALB,2020,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,,SE2.5,WB API,True,39.3947843410306,False,Albania
AND,2000,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,32.565597255852495,True,Andorra
AND,2001,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,21.7886602098479,False,Andorra
AND,2002,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,28.9732849071843,False,Andorra
AND,2003,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,36.1579096045207,False,Andorra
AND,2004,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,43.3425343018571,False,Andorra
AND,2005,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,50.5271589991935,False,Andorra
AND,2006,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,57.7117836965299,False,Andorra
AND,2007,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,64.8964083938663,False,Andorra
AND,2008,"People using safely managed sanitation services, rural (% of rural population)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.RU.ZS,2021-07-16,SE2.5,WB API,False,72.0810330912045,False,Andorra
