ISO,Year,Value,Description,Country,Source,URL,DownloadDate,Variable,From
ALB,2017,24.8,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,2016,25.0,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,2015,24.9,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,2014,25.5,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,2012,22.9,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,2008,24.5,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,2005,24.3,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,2002,25.4,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
ALB,1996,21.2,Income share held by highest 10%,Albania,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
DZA,2011,22.9,Income share held by highest 10%,Algeria,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SI.DST.10TH.10,2020-12-02,SE1.0,WB API
