ISO,Year,Value,Description,Country,Source,URL,DownloadDate,Variable,From
ARB,2017,25.6354026794434,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Arab World,"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
ARB,2014,22.0793495178223,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Arab World,"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
ARB,2011,13.7758150100708,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Arab World,"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
EAS,2017,71.4844665527344,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",East Asia & Pacific,"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
EAS,2014,70.3235244750977,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",East Asia & Pacific,"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
EAS,2011,57.5354156494141,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",East Asia & Pacific,"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
EAP,2017,67.9479293823242,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",East Asia & Pacific (excluding high income),"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
EAP,2014,67.1248779296875,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",East Asia & Pacific (excluding high income),"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
EAP,2011,52.2515296936035,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",East Asia & Pacific (excluding high income),"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
EMU,2017,94.0111236572266,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Euro area,"Demirguc-Kunt et al., 2018, Global Financial Inclusion Database, World Bank.",https://api.worldbank.org/v2/country/all/indicator/?indicator=FX.OWN.TOTL.FE.ZS,2020-11-23,GB2.0,WB API
